id,C/semester,total sessions,sess/popday,Number of Blocks,Block/pday,Avergae Block size,Norm Block,Early Sessions,Late/day,Combined Score,Rating,Score based Rating,Avg Break,Table,pen,bonus,Name,guess,raw_score
0,0.7142857142857143,0.8235294117647058,0.7857142857142856,1.0,1.0,0.2066666667195555,0.25,0.8,0.6250000000468751,0.9093538215535697,0,1,0.34285714285714286,ISMS_21_1_100,-0.14919642857142854,0.024705882352941175,ISMS_21_1_100,Bad,0.9254254495046907
1,0.8571428571428571,0.8235294117647058,0.7857142857142856,0.8571428571428571,0.8,0.32592592617827154,0.25,1.0,0.374999999953125,0.6855676462494471,0,1,0.5,ISMS_21_1_200,0.028124999999999997,0.024705882352941175,ISMS_21_1_200,Bad,0.7747307143447038
2,0.42857142857142855,0.4117647058823529,0.5714285714285714,0.42857142857142855,0.5,0.37777777797481477,0.25,0.6,0.374999999953125,0.5355219221645358,0,0,0.8571428571428571,ISMS_21_1_300,0.04151785714285714,0.012352941176470587,ISMS_21_1_300,Bad,0.5663536528208647
3,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.14285714285714285,0.0,0.5333333333644444,0.25,0.2,0.74999999990625,0.4002113345443705,1,0,0.0,ISMS_21_1_400_12,0.009375,0.005294117647058823,ISMS_21_1_400_12,Good,0.3227791229257388
4,0.14285714285714285,0.17647058823529413,0.0,0.2857142857142857,0.0,0.2533333333831111,0.0625,0.2,0.0,0.7820935691069749,1,1,0.0,ISMS_21_1_400_23,-0.0833705357142857,0.005294117647058823,ISMS_21_1_400_23,Good,0.821753654342284
5,0.14285714285714285,0.17647058823529413,0.0,0.2857142857142857,0.0,0.2533333333831111,0.0625,0.2,0.74999999990625,0.6459004602506637,1,1,0.0,ISMS_21_1_400_31,-0.0833705357142857,0.005294117647058823,ISMS_21_1_400_31,Good,0.6056850062212872
6,0.2857142857142857,0.29411764705882354,0.14285714285714282,0.2857142857142857,0.0,0.44000000003733325,0.25,0.2,0.74999999990625,0.4725058412753633,1,0,0.0,ISMS_21_1_400_321,0.009375,0.008823529411764706,ISMS_21_1_400_321,Good,0.43340627077321525
7,1.0,1.0,1.0,1.0,1.0,0.3466666667102223,0.25,0.4,0.6562499999179687,0.765572429434322,1,1,0.34285714285714286,ISMS_21_2_100,0.022232142857142857,0.03,ISMS_21_2_100,Good-N,0.8887658022458359
8,0.8571428571428571,0.8235294117647058,0.7857142857142856,0.42857142857142855,0.19999999999999996,0.9222222220718519,0.25,1.0,0.374999999953125,0.08519095139139413,0,0,0.38095238095238093,ISMS_22_1_200,0.2808035714285714,0.024705882352941175,ISMS_22_1_200,Bad,0.1134188919655421
9,0.5714285714285714,0.5294117647058824,0.75,0.2857142857142857,0.25,0.8133333333457778,1.0,0.4,0.4999999998125,0.08878232929256537,0,0,0.2857142857142857,ISMS_22_1_300,0.2196428571428571,0.01588235294117647,ISMS_22_1_300,Bad,0.05880496882826195
10,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.25,0.2,0.374999999953125,0.6858017984489705,1,1,0.2857142857142857,ISMS_22_1_400_12,-0.06562499999999999,0.005294117647058823,ISMS_22_1_400_12,Good-N,0.6894373298232479
11,0.14285714285714285,0.17647058823529413,0.5714285714285714,0.14285714285714285,0.3333333329999999,0.5333333333644444,0.25,0.2,0.5624999999296876,0.4493057075523016,1,0,0.2857142857142857,ISMS_22_1_400_13,0.020089285714285712,0.005294117647058823,ISMS_22_1_400_13,Good-N,0.41301350590974967
12,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.25,0.4,0.374999999953125,0.6640109010292369,1,1,0.2857142857142857,ISMS_22_1_400_14,-0.06562499999999999,0.005294117647058823,ISMS_22_1_400_14,Good-N,0.654866346119567
13,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.25,0.2,0.5624999999296876,0.6517535212348927,1,1,0.2857142857142857,ISMS_22_1_400_23,-0.06562499999999999,0.005294117647058823,ISMS_22_1_400_23,Good-N,0.6354201677929987
14,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.25,0.4,0.374999999953125,0.6640109010292369,1,1,0.2857142857142857,ISMS_22_1_400_24,-0.06562499999999999,0.005294117647058823,ISMS_22_1_400_24,Good-N,0.654866346119567
15,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.2857142857142857,0.25,0.44000000003733325,0.25,0.2,0.5624999999296876,0.5107047656170095,1,0,0.2857142857142857,ISMS_22_1_400_321,0.020089285714285712,0.008823529411764706,ISMS_22_1_400_321,Good-N,0.5063551619745279
16,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.25,0.4,0.5624999999296876,0.6299626238151591,1,1,0.2857142857142857,ISMS_22_1_400_34,-0.06562499999999999,0.005294117647058823,ISMS_22_1_400_34,Good-N,0.6008491840893179
17,0.2857142857142857,0.29411764705882354,0.14285714285714282,0.42857142857142855,0.19999999999999996,0.2222222221185186,0.25,0.4,0.374999999953125,0.7026505773704649,1,1,0.2857142857142857,ISMS_22_1_400_421,-0.06562499999999999,0.008823529411764706,ISMS_22_1_400_421,Good-N,0.7121005303573366
18,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.2857142857142857,0.25,0.44000000003733325,0.25,0.4,0.5624999999296876,0.4889138681972758,1,0,0.2857142857142857,ISMS_22_1_400_431,0.020089285714285712,0.008823529411764706,ISMS_22_1_400_431,Good-N,0.47178417827084695
19,0.2857142857142857,0.29411764705882354,0.14285714285714282,0.42857142857142855,0.19999999999999996,0.2222222221185186,0.25,0.4,0.5624999999296876,0.6686023001563872,1,1,0.2857142857142857,ISMS_22_1_400_432,-0.06562499999999999,0.008823529411764706,ISMS_22_1_400_432,Good-N,0.6580833683270874
20,1.0,1.0,1.0,0.8571428571428571,0.8,0.4814814815679012,0.25,0.4,0.6250000000468751,0.600736252346378,0,0,0.2857142857142857,ISMS_22_2_100,0.10580357142857146,0.03,ISMS_22_2_100,Bad-N,0.7235601710932412
21,0.7142857142857143,0.8235294117647058,0.7857142857142856,0.7142857142857143,0.6000000000000001,0.47500000003500004,0.5625,0.4,1.0,0.48476531927111827,0,0,0.2857142857142857,ISMS_22_2_200,0.03180803571428571,0.024705882352941175,ISMS_22_2_200,Bad-N,0.46040456278307557
22,0.8571428571428571,0.7647058823529411,0.7142857142857144,1.0,1.0,0.16000000005600012,0.25,0.8,0.6250000000468751,0.8661504680684953,1,1,0.34285714285714286,ISMS_22_2_300,-0.06348214285714289,0.022941176470588232,ISMS_22_2_300,Good-N,0.9576917009593084
23,0.14285714285714285,0.17647058823529413,0.5714285714285714,0.14285714285714285,0.3333333329999999,0.5333333333644444,0.25,0.2,0.74999999990625,0.41525743033822377,1,0,0.2857142857142857,ISMS_22_2_400_12,0.020089285714285712,0.005294117647058823,ISMS_22_2_400_12,Good,0.35899634387950036
24,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.14285714285714285,0.0,0.5333333333644444,0.25,0.2,0.74999999990625,0.4002113345443705,0,0,0.0,ISMS_22_2_400_23,0.009375,0.005294117647058823,ISMS_22_2_400_23,Bad,0.3227791229257388
25,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.0625,0.2,0.5624999999296876,0.6270279865882455,1,1,0.8571428571428571,ISMS_22_2_400_31,-0.05122767857142856,0.005294117647058823,ISMS_22_2_400_31,Good,0.6127844046536838
26,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.2857142857142857,0.25,0.44000000003733325,0.25,0.2,0.74999999990625,0.4766564884029317,1,0,0.2857142857142857,ISMS_22_2_400_321,0.020089285714285712,0.008823529411764706,ISMS_22_2_400_321,Good-N,0.4523379999442787
27,1.0,1.0,1.0,0.8571428571428571,0.8,0.4814814815679012,0.25,0.6,0.46874999994140626,0.6001849945439,1,0,0.35714285714285715,ISMS_23_2_100,0.10848214285714289,0.03,ISMS_23_2_100,Good,0.7257723025213316
28,0.7142857142857143,0.8235294117647058,0.7857142857142856,0.5714285714285714,0.3999999999999999,0.6666666668222223,0.25,0.2,0.74999999990625,0.40486860472298036,1,0,0.2857142857142857,ISMS_23_2_200,0.10580357142857146,0.024705882352941175,ISMS_23_2_200,Good,0.4189193822823125
29,0.8571428571428571,0.7647058823529411,0.7142857142857144,0.5714285714285714,0.3999999999999999,0.6000000000933334,0.25,1.0,0.4999999998125,0.3095919241954528,0,0,0.4761904761904762,ISMS_23_2_300,0.19866071428571427,0.022941176470588232,ISMS_23_2_300,Bad,0.3768031442688903
30,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.14285714285714285,0.0,0.5333333333644444,0.25,0.6,0.0,0.4928226485612144,1,0,0.0,ISMS_23_2_400_12,0.009375,0.005294117647058823,ISMS_23_2_400_12,Good-N,0.4697058036393737
31,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.14285714285714285,0.0,0.5333333333644444,0.5625,0.6,0.0,0.43891287629885245,0,0,0.0,ISMS_23_2_400_23,0.021093749999999998,0.005294117647058823,ISMS_23_2_400_23,Bad-N,0.397682920923372
32,0.14285714285714285,0.17647058823529413,0.5714285714285714,0.0,0.0,1.0,0.25,0.6,0.0,0.19812670251742276,0,0,0.0,ISMS_23_2_400_31,0.0950892857142857,0.005294117647058823,ISMS_23_2_400_31,Bad,0.1009486441549553
33,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.14285714285714285,0.0,0.7666666666822223,0.5625,0.6,0.0,0.2775259497572404,0,0,0.0,ISMS_23_2_400_321,0.1068080357142857,0.008823529411764706,ISMS_23_2_400_321,Bad,0.23635166365028337
34,0.2857142857142857,0.23529411764705882,0.07142857142857148,0.5714285714285714,0.3999999999999999,0.0,0.0,0.2,0.74999999990625,0.8982348178172195,1,1,0.42857142857142855,ISMS_24_1_100,-0.15535714285714283,0.007058823529411764,ISMS_24_1_100,Good-N,0.9210217647528507
35,0.8571428571428571,0.8235294117647058,0.7857142857142856,0.42857142857142855,0.19999999999999996,0.9222222220718519,0.5625,0.8,0.5624999999296876,0.0,0,0,0.5714285714285714,ISMS_24_1_200,0.29966517857142855,0.024705882352941175,ISMS_24_1_200,Bad,0.0
36,0.5714285714285714,0.5294117647058824,0.4285714285714286,0.5714285714285714,0.3999999999999999,0.3333333331777779,0.25,0.8,0.74999999990625,0.5120834824993585,1,0,0.5714285714285714,ISMS_24_1_300,0.030803571428571427,0.01588235294117647,ISMS_24_1_300,Good-N,0.5127549096931261
37,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.0625,0.2,0.6250000000468751,0.6727499588315851,1,1,0.2857142857142857,ISMS_24_1_400_12,-0.07265624999999999,0.005294117647058823,ISMS_24_1_400_12,Good-N,0.6606281767098385
38,0.14285714285714285,0.17647058823529413,0.5714285714285714,0.2857142857142857,0.6666666670000001,0.2533333333831111,0.0625,0.2,0.6250000000468751,0.7129593529234849,1,1,0.42857142857142855,ISMS_24_1_400_23,-0.06729910714285714,0.005294117647058823,ISMS_24_1_400_23,Good-N,0.7305932628459536
39,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.0625,0.0,0.6250000000468751,0.6660051572492866,1,1,0.5714285714285714,ISMS_24_1_400_31,-0.061941964285714274,0.005294117647058823,ISMS_24_1_400_31,Good-N,0.6622744140290615
40,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.42857142857142855,0.5,0.2222222221185186,0.0625,0.2,0.6250000000468751,0.7363454010273177,1,1,0.42857142857142855,ISMS_24_1_400_321,-0.06729910714285714,0.008823529411764706,ISMS_24_1_400_321,Good-N,0.7636277584220047
41,0.2857142857142857,0.35294117647058826,0.2142857142857143,0.7142857142857143,0.6000000000000001,0.00833333339944448,0.0625,0.8,0.5624999999296876,0.9582557312539134,0,1,0.5714285714285714,ISMS_24_2_100_1,-0.23337053571428573,0.010588235294117647,ISMS_24_2_100_1,Bad-N,0.9222770206562956
42,0.2857142857142857,0.35294117647058826,0.2142857142857143,0.7142857142857143,0.6000000000000001,0.00833333339944448,0.0625,0.4,0.6250000000468751,1.0,1,1,0.4761904761904762,ISMS_24_2_100_2,-0.23694196428571432,0.010588235294117647,ISMS_24_2_100_2,Good-N,0.9843881828123822
43,0.7142857142857143,0.8235294117647058,0.7857142857142856,0.8571428571428571,0.8,0.32592592617827154,0.25,0.8,0.4999999998125,0.7683211733808767,0,1,0.2857142857142857,ISMS_24_2_200,-0.06562499999999996,0.024705882352941175,ISMS_24_2_200,Bad-N,0.7979838165192401
44,0.8571428571428571,0.7647058823529411,0.7142857142857144,0.5714285714285714,0.3999999999999999,0.6000000000933334,0.25,0.2,0.5624999999296876,0.40442988744835073,1,0,0.2857142857142857,ISMS_24_2_300,0.19151785714285713,0.022941176470588232,ISMS_24_2_300,Good,0.5190311892938245
45,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.0625,0.4,0.374999999953125,0.6678210653846218,1,1,0.5714285714285714,ISMS_24_2_400_12,-0.061941964285714274,0.005294117647058823,ISMS_24_2_400_12,Good,0.6651553293647102
46,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.0625,0.2,0.374999999953125,0.6896119628043554,1,1,0.5714285714285714,ISMS_24_2_400_23,-0.061941964285714274,0.005294117647058823,ISMS_24_2_400_23,Good-N,0.699726313068391
47,0.14285714285714285,0.17647058823529413,0.2142857142857143,0.2857142857142857,0.25,0.2533333333831111,0.0625,0.4,0.374999999953125,0.6392853663825897,1,1,0.8571428571428571,ISMS_24_2_400_31,-0.05122767857142856,0.005294117647058823,ISMS_24_2_400_31,Good-N,0.6322305829802523
48,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.42857142857142855,0.5,0.2222222221185186,0.0625,0.4,0.374999999953125,0.7314165075803545,1,1,0.7142857142857143,ISMS_24_2_400_321,-0.056584821428571415,0.008823529411764706,ISMS_24_2_400_321,Good-N,0.7681549110768763
49,0.7142857142857143,0.7058823529411765,0.6428571428571429,0.7142857142857143,0.6000000000000001,0.3583333333761111,0.25,0.8,0.74999999990625,0.5697489926528925,0,0,0.4761904761904762,MSCM_21_1_100,0.02723214285714286,0.021176470588235293,MSCM_21_1_100,Bad-N,0.5940241585482984
50,0.7142857142857143,0.6470588235294118,0.5714285714285714,0.8571428571428571,0.8,0.17037037032197538,0.25,0.8,0.6250000000468751,0.7596332993347192,0,1,0.7857142857142857,MSCM_22_2_100,-0.046874999999999965,0.019411764705882354,MSCM_22_2_100,Bad-N,0.8119082406514169
51,0.8571428571428571,0.8235294117647058,0.7857142857142856,0.8571428571428571,0.8,0.32592592617827154,0.25,0.8,0.5624999999296876,0.680444191205611,1,1,0.42857142857142855,MSCM_22_2_200,0.02544642857142857,0.024705882352941175,MSCM_22_2_200,Good,0.7635157226142498
52,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.42857142857142855,0.5,0.2222222221185186,0.0625,0.0,0.374999999953125,0.8178018509228699,1,1,0.2857142857142857,MSCM_22_2_300,-0.07265624999999999,0.008823529411764706,MSCM_22_2_300,Good,0.8866839980609249
53,0.42857142857142855,0.4117647058823529,0.5714285714285714,0.5714285714285714,0.75,0.20000000018666678,0.0625,0.0,0.374999999953125,0.8917912051071163,1,1,0.2857142857142857,MSCM_22_2_300_1,-0.07265624999999999,0.012352941176470587,MSCM_22_2_300_1,Good,1.0
54,0.0,0.0,0.2142857142857143,0.0,0.0,0.5333333333644444,0.25,0.2,0.0,0.5035044610218681,1,0,0.0,MSCM_22_2_400,0.009375,0.0,MSCM_22_2_400,Good-N,0.4927531261084943
55,0.42857142857142855,0.35294117647058826,0.2142857142857143,0.42857142857142855,0.19999999999999996,0.3000000000466667,0.25,0.6,0.74999999990625,0.44654903699190707,0,0,1.0,MSCM_24_2_100,0.046875,0.010588235294117647,MSCM_24_2_100,Bad-N,0.433406270766762
56,0.8571428571428571,0.8235294117647058,0.7857142857142856,0.7142857142857143,0.6000000000000001,0.47500000003500004,0.25,1.0,0.5624999999296876,0.4809767728822908,1,0,0.38095238095238093,MSCM_24_2_200,0.10937499999999996,0.024705882352941175,MSCM_24_2_200,Good,0.5437796236998084
57,0.2857142857142857,0.29411764705882354,0.39285714285714285,0.2857142857142857,0.25,0.44000000003733325,0.25,0.6,0.374999999953125,0.5011712479916199,0,0,0.2857142857142857,MSCM_24_2_300,0.020089285714285712,0.008823529411764706,MSCM_24_2_300,Bad-N,0.4912303565974154
58,0.42857142857142855,0.4117647058823529,0.2857142857142858,0.42857142857142855,0.19999999999999996,0.37777777797481477,0.25,0.6,0.374999999953125,0.5533697048130796,0,0,0.2857142857142857,MSCM_24_2_300_1,0.020089285714285712,0.012352941176470587,MSCM_24_2_300_1,Bad-N,0.5699753749231551
59,0.0,0.0,0.2142857142857143,0.14285714285714285,0.3333333329999999,0.1833333333877778,0.0625,0.2,0.0,0.794746938907608,1,1,0.2857142857142857,MSCM_24_2_400,-0.07265624999999999,0.0,MSCM_24_2_400,Good,0.8602756075397312
